           1  -1.4400000000000002E+01   8.3373912322674201E+01   0.0000000000000000E+00
           1  -1.1200000000000001E+01   8.3692076611992547E+01   0.0000000000000000E+00
           1  -8.0000000000000000E+00   8.3073407406322218E+01   0.0000000000000000E+00
           1  -4.8000000000000007E+00   8.4125832113601561E+01   0.0000000000000000E+00
           1  -1.6000000000000014E+00   8.3450325592807985E+01   0.0000000000000000E+00
           1   1.6000000000000014E+00   8.3685943685368130E+01   0.0000000000000000E+00
           1   4.8000000000000007E+00   8.3971107513705206E+01   0.0000000000000000E+00
           1   8.0000000000000000E+00   8.4009039885012470E+01   0.0000000000000000E+00
           1   1.1199999999999999E+01   8.3448733886431953E+01   0.0000000000000000E+00
           1   1.4399999999999999E+01   8.4026713857212528E+01   0.0000000000000000E+00
           1  -1.4400000000000002E+01   8.6344015161495349E+01   0.0000000000000000E+00
           1  -1.1200000000000001E+01   8.6277001959002675E+01   0.0000000000000000E+00
           1  -8.0000000000000000E+00   8.5732296192261245E+01   0.0000000000000000E+00
           1  -4.8000000000000007E+00   8.6376853003480051E+01   0.0000000000000000E+00
           1  -1.6000000000000014E+00   8.5903624477577182E+01   0.0000000000000000E+00
           1   1.6000000000000014E+00   8.6551860898572386E+01   0.0000000000000000E+00
           1   4.8000000000000007E+00   8.6573333057927130E+01   0.0000000000000000E+00
           1   8.0000000000000000E+00   8.6845674203334681E+01   0.0000000000000000E+00
           1   1.1199999999999999E+01   8.6083603992740876E+01   0.0000000000000000E+00
           1   1.4399999999999999E+01   8.6839925902067719E+01   0.0000000000000000E+00
           1  -1.4400000000000002E+01   8.9738669637207451E+01   0.0000000000000000E+00
           1  -1.1200000000000001E+01   8.9403848599381973E+01   0.0000000000000000E+00
           1  -8.0000000000000000E+00   8.8316903051035496E+01   0.0000000000000000E+00
           1  -4.8000000000000007E+00   8.9359928145397490E+01   0.0000000000000000E+00
           1  -1.6000000000000014E+00   8.8948086897388336E+01   0.0000000000000000E+00
           1   1.6000000000000014E+00   8.9171590893754072E+01   0.0000000000000000E+00
           1   4.8000000000000007E+00   8.8770400957076987E+01   0.0000000000000000E+00
           1   8.0000000000000000E+00   8.9418376113352764E+01   0.0000000000000000E+00
           1   1.1199999999999999E+01   8.9427157727663683E+01   0.0000000000000000E+00
           1   1.4399999999999999E+01   8.9195873441554411E+01   0.0000000000000000E+00
           1  -1.4400000000000002E+01   9.2364320705720957E+01   0.0000000000000000E+00
           1  -1.1200000000000001E+01   9.2058624076643113E+01   0.0000000000000000E+00
           1  -8.0000000000000000E+00   9.0946760422437876E+01   0.0000000000000000E+00
           1  -4.8000000000000007E+00   9.1876703711272668E+01   0.0000000000000000E+00
           1  -1.6000000000000014E+00   9.2236476088898229E+01   0.0000000000000000E+00
           1   1.6000000000000014E+00   9.2150541403601778E+01   0.0000000000000000E+00
           1   4.8000000000000007E+00   9.2324817572538265E+01   0.0000000000000000E+00
           1   8.0000000000000000E+00   9.2202473246700677E+01   0.0000000000000000E+00
           1   1.1199999999999999E+01   9.2116335311620603E+01   0.0000000000000000E+00
           1   1.4399999999999999E+01   9.1739762974556044E+01   0.0000000000000000E+00
           1  -1.4400000000000002E+01   9.4617799795459788E+01   0.0000000000000000E+00
           1  -1.1200000000000001E+01   9.5135699271450633E+01   0.0000000000000000E+00
           1  -8.0000000000000000E+00   9.3988305141253733E+01   0.0000000000000000E+00
           1  -4.8000000000000007E+00   9.4534218163551472E+01   0.0000000000000000E+00
           1  -1.6000000000000014E+00   9.4920211226930746E+01   0.0000000000000000E+00
           1   1.6000000000000014E+00   9.4419490622670239E+01   0.0000000000000000E+00
           1   4.8000000000000007E+00   9.4806861007620824E+01   0.0000000000000000E+00
           1   8.0000000000000000E+00   9.4909996120516553E+01   0.0000000000000000E+00
           1   1.1199999999999999E+01   9.4991593309428339E+01   0.0000000000000000E+00
           1   1.4399999999999999E+01   9.4330052768946729E+01   0.0000000000000000E+00
           1  -1.4400000000000002E+01   9.7721991383678457E+01   0.0000000000000000E+00
           1  -1.1200000000000001E+01   9.7469262421000181E+01   0.0000000000000000E+00
           1  -8.0000000000000000E+00   9.7067294022531811E+01   0.0000000000000000E+00
           1  -4.8000000000000007E+00   9.7134313029142291E+01   0.0000000000000000E+00
           1  -1.6000000000000014E+00   9.7933182909037654E+01   0.0000000000000000E+00
           1   1.6000000000000014E+00   9.7702779901568718E+01   0.0000000000000000E+00
           1   4.8000000000000007E+00   9.7539855256759068E+01   0.0000000000000000E+00
           1   8.0000000000000000E+00   9.7824315785504766E+01   0.0000000000000000E+00
           1   1.1199999999999999E+01   9.7215685847292491E+01   0.0000000000000000E+00
           1   1.4399999999999999E+01   9.7089982176062762E+01   0.0000000000000000E+00
           1  -1.4400000000000002E+01   1.0039261819099585E+02   0.0000000000000000E+00
           1  -1.1200000000000001E+01   9.9903948085120916E+01   0.0000000000000000E+00
           1  -8.0000000000000000E+00   9.9758315324432942E+01   0.0000000000000000E+00
           1  -4.8000000000000007E+00   1.0008297823814006E+02   0.0000000000000000E+00
           1  -1.6000000000000014E+00   1.0055792522139105E+02   0.0000000000000000E+00
           1   1.6000000000000014E+00   1.0068604511121475E+02   0.0000000000000000E+00
           1   4.8000000000000007E+00   1.0072404793002825E+02   0.0000000000000000E+00
           1   8.0000000000000000E+00   9.9772868332108175E+01   0.0000000000000000E+00
           1   1.1199999999999999E+01   1.0014867568173669E+02   0.0000000000000000E+00
           1   1.4399999999999999E+01   1.0045669303053324E+02   0.0000000000000000E+00
           2  -1.4400000000000002E+01   9.4676800976907586E+01   0.0000000000000000E+00
           2  -1.1200000000000001E+01   9.5215176187428014E+01   0.0000000000000000E+00
           2  -8.0000000000000000E+00   9.3807706247949923E+01   0.0000000000000000E+00
           2  -4.8000000000000007E+00   9.4579406477918496E+01   0.0000000000000000E+00
           2  -1.6000000000000014E+00   9.4766701999811445E+01   0.0000000000000000E+00
           2   1.6000000000000014E+00   9.4268763283602837E+01   0.0000000000000000E+00
           2   4.8000000000000007E+00   9.4938086440760600E+01   0.0000000000000000E+00
           2   8.0000000000000000E+00   9.4940676804779486E+01   0.0000000000000000E+00
           2   1.1199999999999999E+01   9.5025187088351032E+01   0.0000000000000000E+00
           2   1.4399999999999999E+01   9.4469845461338352E+01   0.0000000000000000E+00
           2  -1.4400000000000002E+01   9.7721746693681681E+01   0.0000000000000000E+00
           2  -1.1200000000000001E+01   9.7482376178249751E+01   0.0000000000000000E+00
